cod_ibge_mun,nome_norm,uf
3111408,CAMPO FLORIDO,MG
2906006,CAMPO FORMOSO,BA
2202133,CAMPO GRANDE DO PIAUI,PI
4104204,CAMPO LARGO,PR
2202174,CAMPO LARGO DO PIAUI,PI
5204854,CAMPO LIMPO DE GOIAS,GO
3509601,CAMPO LIMPO PAULISTA,SP
4104253,CAMPO MAGRO,PR
2202208,CAMPO MAIOR,PI
4104303,CAMPO MOURAO,PR
4304002,CAMPO NOVO,RS
1100700,CAMPO NOVO DE RONDONIA,RO
5102637,CAMPO NOVO DO PARECIS,MT
2402105,CAMPO REDONDO,RN
5102678,CAMPO VERDE,MT
3111507,CAMPOS ALTOS,MG
5204904,CAMPOS BELOS,GO
4304101,CAMPOS BORGES,RS
5102686,CAMPOS DE JULIO,MT
3509700,CAMPOS DO JORDAO,SP
3301009,CAMPOS DOS GOYTACAZES,RJ
3111606,CAMPOS GERAIS,MG
1703842,CAMPOS LINDOS,TO
4203600,CAMPOS NOVOS,SC
3509809,CAMPOS NOVOS PAULISTA,SP
2302701,CAMPOS SALES,CE
5204953,CAMPOS VERDES,GO
2603603,CAMUTANGA,PE
3111903,CANA VERDE,MG
1502152,CANAA DOS CARAJAS,PA
5102694,CANABRAVA DO NORTE,MT
3509908,CANANEIA,SP
2701605,CANAPI,AL
2202251,CANAVIEIRA,PI
2906303,CANAVIEIRAS,BA
2906402,CANDEAL,BA
1100809,CANDEIAS DO JAMARI,RO
4304200,CANDELARIA,RS
2906600,CANDIBA,BA
4104402,CANDIDO DE ABREU,PR
4304309,CANDIDO GODOI,RS
2102606,CANDIDO MENDES,MA
3510005,CANDIDO MOTA,SP
3510104,CANDIDO RODRIGUES,SP
2906709,CANDIDO SALES,BA
4304358,CANDIOTA,RS
4104428,CANDOI,PR
4304408,CANELA,RS
4203709,CANELINHA,SC
2402204,CANGUARETAMA,RN
4304507,CANGUCU,RS
2801108,CANHOBA,SE
2603702,CANHOTINHO,PE
2302800,CANINDE,CE
2801207,CANINDE DE SAO FRANCISCO,SE
3510153,CANITAR,SP
4304606,CANOAS,RS
4203808,CANOINHAS,SC
2906808,CANSANCAO,BA
2102705,CANTANHEDE,MA
2202307,CANTO DO BURITI,PI
2906824,CANUDOS,BA
4304614,CANUDOS DO VALE,RS
1300904,CANUTAMA,AM
4203253,CAPAO ALTO,SC
3510203,CAPAO BONITO,SP
4304622,CAPAO BONITO DO SUL,RS
4304630,CAPAO DA CANOA,RS
4304655,CAPAO DO CIPO,RS
4304663,CAPAO DO LEAO,RS
3112109,CAPARAO,MG
4304689,CAPELA DE SANTANA,RS
3510302,CAPELA DO ALTO,SP
2906857,CAPELA DO ALTO ALEGRE,BA
3112208,CAPELA NOVA,MG
3112307,CAPELINHA,MG
3112406,CAPETINGA,MG
3112505,CAPIM BRANCO,MG
2906873,CAPIM GROSSO,BA
3112604,CAPINOPOLIS,MG
4203907,CAPINZAL,SC
2102754,CAPINZAL DO NORTE,MA
2302909,CAPISTRANO,CE
4304697,CAPITAO,RS
3112653,CAPITAO ANDRADE,MG
2202406,CAPITAO DE CAMPOS,PI
3112703,CAPITAO ENEAS,MG
2202455,CAPITAO GERVASIO OLIVEIRA,PI
4104600,CAPITAO LEONIDAS MARQUES,PR
1502301,CAPITAO POCO,PA
3112802,CAPITOLIO,MG
3510401,CAPIVARI,SP
4203956,CAPIVARI DE BAIXO,SC
4304671,CAPIVARI DO SUL,RS
1200179,CAPIXABA,AC
2603801,CAPOEIRAS,PE
3112901,CAPUTIRA,MG
1400209,CARACARAI,RR
3510500,CARAGUATATUBA,SP
2906899,CARAIBAS,BA
4104659,CARAMBEI,PR
3113107,CARANAIBA,MG
3113206,CARANDAI,MG
3113305,CARANGOLA,MG
3300936,CARAPEBUS,RJ
3510609,CARAPICUIBA,SP
3113404,CARATINGA,MG
1301001,CARAUARI,AM
2202539,CARAUBAS DO PIAUI,PI
2906907,CARAVELAS,BA
4304705,CARAZINHO,RS
3113503,CARBONITA,MG
2907004,CARDEAL DA SILVA,BA
3510708,CARDOSO,SP
3301157,CARDOSO MOREIRA,RJ
3113602,CAREACU,MG
1301100,CAREIRO,AM
1301159,CAREIRO DA VARZEA,AM
3201308,CARIACICA,ES
2303006,CARIDADE,CE
2202554,CARIDADE DO PIAUI,PI
2907103,CARINHANHA,BA
2801405,CARIRA,SE
2303105,CARIRE,CE
1703867,CARIRI DO TOCANTINS,TO
2303204,CARIRIACU,CE
2303303,CARIUS,CE
5102793,CARLINDA,MT
4104709,CARLOPOLIS,PR
4304804,CARLOS BARBOSA,RS
3113701,CARLOS CHAGAS,MG
4304853,CARLOS GOMES,RS
3113800,CARMESIA,MG
3113909,CARMO DA CACHOEIRA,MG
3114006,CARMO DA MATA,MG
3114105,CARMO DE MINAS,MG
3114204,CARMO DO CAJURU,MG
3114303,CARMO DO PARANAIBA,MG
3114402,CARMO DO RIO CLARO,MG
5205000,CARMO DO RIO VERDE,GO
1703883,CARMOLANDIA,TO
2801504,CARMOPOLIS,SE
3114501,CARMOPOLIS DE MINAS,MG
2603900,CARNAIBA,PE
2402402,CARNAUBA DOS DANTAS,RN
2402501,CARNAUBAIS,RN
2303402,CARNAUBAL,CE
2603926,CARNAUBEIRA DA PENHA,PE
3114550,CARNEIRINHO,MG
2701803,CARNEIROS,AL
1400233,CAROEBE,RR
2102804,CAROLINA,MA
2604007,CARPINA,PE
3114600,CARRANCAS,MG
2504108,CARRAPATEIRA,PB
1703891,CARRASCO BONITO,TO
2604106,CARUARU,PE
2102903,CARUTAPERA,MA
3114709,CARVALHOPOLIS,MG
3114808,CARVALHOS,MG
3510807,CASA BRANCA,SP
3114907,CASA GRANDE,MG
2907202,CASA NOVA,BA
3115003,CASCALHO RICO,MG
1703909,CASEARA,TO
4304952,CASEIROS,RS
3301306,CASIMIRO DE ABREU,RJ
2604155,CASINHAS,PE
2504157,CASSERENGUE,PB
3115102,CASSIA,MG
3510906,CASSIA DOS COQUEIROS,SP
5002902,CASSILANDIA,MS
1502400,CASTANHAL,PA
5102850,CASTANHEIRA,MT
1100908,CASTANHEIRAS,RO
5205059,CASTELANDIA,GO
3201407,CASTELO,ES
2202604,CASTELO DO PIAUI,PI
3511003,CASTILHO,SP
4104907,CASTRO,PR
2907301,CASTRO ALVES,BA
3115300,CATAGUASES,MG
5205109,CATALAO,GO
3511102,CATANDUVA,SP
2303600,CATARINA,CE
3115359,CATAS ALTAS,MG
3115409,CATAS ALTAS DA NORUEGA,MG
2604205,CATENDE,PE
3511201,CATIGUA,SP
2504207,CATINGUEIRA,PB
2907400,CATOLANDIA,BA
2504306,CATOLE DO ROCHA,PB
4305009,CATUIPE,RS
3115458,CATUJI,MG
2303659,CATUNDA,CE
5205208,CATURAI,GO
2907558,CATURAMA,BA
2504355,CATURITE,PB
3115474,CATUTI,MG
2303709,CAUCAIA,CE
5205307,CAVALCANTE,GO
3115508,CAXAMBU,MG
4204103,CAXAMBU DO SUL,SC
2103000,CAXIAS,MA
4305108,CAXIAS DO SUL,RS
2202653,CAXINGO,PI
2402600,CEARA-MIRIM,RN
2801603,CEDRO DE SAO JOAO,SE
3115607,CEDRO DO ABAETE,MG
4204152,CELSO RAMOS,SC
4105102,CENTENARIO DO SUL,PR
2907608,CENTRAL,BA
3115706,CENTRAL DE MINAS,MG
2103125,CENTRAL DO MARANHAO,MA
3115805,CENTRALINA,MG
2103158,CENTRO DO GUILHERME,MA
2103174,CENTRO NOVO DO MARANHAO,MA
1100056,CEREJEIRAS,RO
3511409,CERQUEIRA CESAR,SP
3511508,CERQUILHO,SP
4305124,CERRITO,RS
4105201,CERRO AZUL,PR
4305132,CERRO BRANCO,RS
2402709,CERRO CORA,RN
4305157,CERRO GRANDE,RS
4305173,CERRO GRANDE DO SUL,RS
4305207,CERRO LARGO,RS
4204178,CERRO NEGRO,SC
3511607,CESARIO LANGE,SP
4105300,CEU AZUL,PR
5205455,CEZARINA,GO
2604403,CHA DE ALEGRIA,PE
2604502,CHA GRANDE,PE
2701902,CHA PRETA,AL
3115904,CHACARA,MG
4305306,CHAPADA,RS
1705102,CHAPADA DA NATIVIDADE,TO
1704600,CHAPADA DE AREIA,TO
3116100,CHAPADA DO NORTE,MG
5103007,CHAPADA DOS GUIMARAES,MT
3116159,CHAPADA GAUCHA,MG
5205471,CHAPADAO DO CEU,GO
4204194,CHAPADAO DO LAGEADO,SC
5002951,CHAPADAO DO SUL,MS
2103208,CHAPADINHA,MA
4204202,CHAPECO,SC
3511706,CHARQUEADA,SP
4305355,CHARQUEADAS,RS
4305371,CHARRUA,RS
2303907,CHAVAL,CE
3557204,CHAVANTES,SP
1502509,CHAVES,PA
3116209,CHIADOR,MG
4305405,CHIAPETTA,RS
4105409,CHOPINZINHO,PR
2303956,CHOROZINHO,CE
2907707,CHORROCHO,BA
1100924,CHUPINGUAIA,RO
4305447,CHUVISCA,RS
4105508,CIANORTE,PR
2907806,CICERO DANTAS,BA
4105607,CIDADE GAUCHA,PR
5205497,CIDADE OCIDENTAL,GO
2103257,CIDELANDIA,MA
4305454,CIDREIRA,RS
3116308,CIPOTANEA,MG
4305504,CIRIACO,RS
3116407,CLARAVAL,MG
3116506,CLARO DOS POCOES,MG
5103056,CLAUDIA,MT
3116605,CLAUDIO,MG
3511904,CLEMENTINA,SP
4105706,CLEVELANDIA,PR
2908002,COARACI,BA
2202711,COCAL DE TELHA,PI
4204251,COCAL DO SUL,SC
2202729,COCAL DOS ALVES,PI
5103106,COCALINHO,MT
5205513,COCALZINHO DE GOIAS,GO
1301308,CODAJAS,AM
2103406,COELHO NETO,MA
3116704,COIMBRA,MG
2702009,COITE DO NOIA,AL
2202737,COIVARAS,PI
1502608,COLARES,PA
3201506,COLATINA,ES
5103205,COLIDER,MT
3512001,COLINA,SP
5205521,COLINAS DO SUL,GO
1705508,COLINAS DO TOCANTINS,TO
1716703,COLMEIA,TO
5103254,COLNIZA,MT
3512100,COLOMBIA,SP
4105805,COLOMBO,PR
2202752,COLONIA DO GURGUEIA,PI
2202778,COLONIA DO PIAUI,PI
2702108,COLONIA LEOPOLDINA,AL
1100064,COLORADO DO OESTE,RO
3116803,COLUNA,MG
1705557,COMBINADO,TO
3116902,COMENDADOR GOMES,MG
3300951,COMENDADOR LEVY GASPARIAN,RJ
3117009,COMERCINHO,MG
5103304,COMODORO,MT
2504405,CONCEICAO,PB
3117108,CONCEICAO DA APARECIDA,MG
3201605,CONCEICAO DA BARRA,ES
3115201,CONCEICAO DA BARRA DE MINAS,MG
2908200,CONCEICAO DA FEIRA,BA
3117306,CONCEICAO DAS ALAGOAS,MG
3117207,CONCEICAO DAS PEDRAS,MG
3117405,CONCEICAO DE IPANEMA,MG
3301405,CONCEICAO DE MACABU,RJ
2908309,CONCEICAO DO ALMEIDA,BA
1502707,CONCEICAO DO ARAGUAIA,PA
2202802,CONCEICAO DO CANINDE,PI
3201704,CONCEICAO DO CASTELO,ES
2908408,CONCEICAO DO COITE,BA
2908507,CONCEICAO DO JACUIPE,BA
2103554,CONCEICAO DO LAGO-ACU,MA
3117504,CONCEICAO DO MATO DENTRO,MG
3117603,CONCEICAO DO PARA,MG
3117702,CONCEICAO DO RIO VERDE,MG
1705607,CONCEICAO DO TOCANTINS,TO
3117801,CONCEICAO DOS OUROS,MG
3512209,CONCHAL,SP
3512308,CONCHAS,SP
4204301,CONCORDIA,SC
1502756,CONCORDIA DO PARA,PA
2908705,CONDEUBA,BA
4305702,CONDOR,RS
3117836,CONEGO MARINHO,MG
3117876,CONFINS,MG
5103353,CONFRESA,MT
3117900,CONGONHAL,MG
3118007,CONGONHAS,MG
3118106,CONGONHAS DO NORTE,MG
4106001,CONGONHINHAS,PR
3118205,CONQUISTA,MG
5103361,CONQUISTA D'OESTE,MT
3118304,CONSELHEIRO LAFAIETE,MG
4106100,CONSELHEIRO MAIRINCK,PR
3118403,CONSELHEIRO PENA,MG
3118502,CONSOLACAO,MG
4305801,CONSTANTINA,RS
3118601,CONTAGEM,MG
4106209,CONTENDA,PR
2908804,CONTENDAS DO SINCORA,BA
3118700,COQUEIRAL,MG
4305835,COQUEIRO BAIXO,RS
2702207,COQUEIRO SECO,AL
4305850,COQUEIROS DO SUL,RS
3118809,CORACAO DE JESUS,MG
2908903,CORACAO DE MARIA,BA
4106308,CORBELIA,PR
3301504,CORDEIRO,RJ
3512407,CORDEIROPOLIS,SP
2909000,CORDEIROS,BA
4204350,CORDILHEIRA ALTA,SC
3118908,CORDISBURGO,MG
3119005,CORDISLANDIA,MG
2304004,COREAU,CE
2504801,COREMAS,PB
5003108,CORGUINHO,MS
2909109,CORIBE,BA
3119104,CORINTO,MG
4106407,CORNELIO PROCOPIO,PR
3119203,COROACI,MG
3512506,COROADOS,SP
2103604,COROATA,MA
3119302,COROMANDEL,MG
4305871,CORONEL BARROS,RS
4305900,CORONEL BICACO,RS
4106456,CORONEL DOMINGOS SOARES,PR
2402808,CORONEL EZEQUIEL,RN
3119401,CORONEL FABRICIANO,MG
4204400,CORONEL FREITAS,SC
2402907,CORONEL JOAO PESSOA,RN
2909208,CORONEL JOAO SA,BA
2202851,CORONEL JOSE DIAS,PI
3512605,CORONEL MACEDO,SP
4204459,CORONEL MARTINS,SC
3119500,CORONEL MURTA,MG
3119609,CORONEL PACHECO,MG
4305934,CORONEL PILAR,RS
5003157,CORONEL SAPUCAIA,MS
4106506,CORONEL VIVIDA,PR
3119708,CORONEL XAVIER CHAVES,MG
3119807,CORREGO DANTA,MG
3119906,CORREGO DO BOM JESUS,MG
5205703,CORREGO DO OURO,GO
3119955,CORREGO FUNDO,MG
3120003,CORREGO NOVO,MG
4204558,CORREIA PINTO,SC
2202901,CORRENTE,PI
2604700,CORRENTES,PE
2909307,CORRENTINA,BA
2604809,CORTES,PE
5003207,CORUMBA,MS
5205802,CORUMBA DE GOIAS,GO
5205901,CORUMBAIBA,GO
3512704,CORUMBATAI,SP
4106555,CORUMBATAI DO SUL,PR
1100072,CORUMBIARA,RO
4204509,CORUPA,SC
2702306,CORURIPE,AL
3512803,COSMOPOLIS,SP
3512902,COSMORAMA,SP
1100080,COSTA MARQUES,RO
5003256,COSTA RICA,MS
2909406,COTEGIPE,BA
4305959,COTIPORA,RS
5103379,COTRIGUACU,MT
3120102,COUTO DE MAGALHAES DE MINAS,MG
1706001,COUTO MAGALHAES,TO
4305975,COXILHA,RS
2504850,COXIXOLA,PB
2702355,CRAIBAS,AL
2304103,CRATEUS,CE
3513108,CRAVINHOS,SP
2909505,CRAVOLANDIA,BA
4204608,CRICIUMA,SC
3120151,CRISOLITA,MG
2909604,CRISOPOLIS,BA
4306007,CRISSIUMAL,RS
3120201,CRISTAIS,MG
3513207,CRISTAIS PAULISTA,SP
4306056,CRISTAL,RS
4306072,CRISTAL DO SUL,RS
1706100,CRISTALANDIA,TO
2203008,CRISTALANDIA DO PIAUI,PI
3120300,CRISTALIA,MG
5206206,CRISTALINA,GO
3120409,CRISTIANO OTONI,MG
5206305,CRISTIANOPOLIS,GO
3120508,CRISTINA,MG
2801702,CRISTINAPOLIS,SE
2203107,CRISTINO CASTRO,PI
2909703,CRISTOPOLIS,BA
5206404,CRIXAS,GO
1706258,CRIXAS DO TOCANTINS,TO
2304236,CROATA,CE
5206503,CROMINIA,GO
3120607,CRUCILANDIA,MG
4306106,CRUZ ALTA,RS
2909802,CRUZ DAS ALMAS,BA
2504900,CRUZ DO ESPIRITO SANTO,PB
4106803,CRUZ MACHADO,PR
3513306,CRUZALIA,SP
4306130,CRUZALTENSE,RS
3513405,CRUZEIRO,SP
3120706,CRUZEIRO DA FORTALEZA,MG
4106571,CRUZEIRO DO IGUACU,PR
4106605,CRUZEIRO DO OESTE,PR
2403004,CRUZETA,RN
3120805,CRUZILIA,MG
4106852,CRUZMALTINA,PR
3513504,CUBATAO,SP
2505006,CUBATI,PB
5103403,CUIABA,MT
2505238,CUITE DE MAMANGUAPE,PB
2505204,CUITEGI,PB
1100940,CUJUBIM,RO
5206602,CUMARI,GO
2604908,CUMARU,PE
1502764,CUMARU DO NORTE,PA
4204707,CUNHA PORA,SC
4204756,CUNHATAI,SC
3120839,CUPARAQUE,MG
2605004,CUPIRA,PE
2909901,CURACA,BA
2203206,CURIMATA,PI
1502772,CURIONOPOLIS,PA
4106902,CURITIBA,PR
4204806,CURITIBANOS,SC
4107009,CURIUVA,PR
2203230,CURRAIS,PI
2403103,CURRAIS NOVOS,RN
2505279,CURRAL DE CIMA,PB
3120870,CURRAL DE DENTRO,MG
2203271,CURRAL NOVO DO PIAUI,PI
2505303,CURRAL VELHO,PB
1502806,CURRALINHO,PA
2203255,CURRALINHOS,PI
1502905,CURUCA,PA
2103703,CURURUPU,MA
5103437,CURVELANDIA,MT
3120904,CURVELO,MG
2605103,CUSTODIA,PE
1600212,CUTIAS,AP
5206701,DAMIANOPOLIS,GO
2505352,DAMIAO,PB
5206800,DAMOLANDIA,GO
1706506,DARCINOPOLIS,TO
2910008,DARIO MEIRA,BA
4306304,DAVID CANABARRO,RS
3121100,DELFIM MOREIRA,MG
3121209,DELFINOPOLIS,MG
2702405,DELMIRO GOUVEIA,AL
2203305,DEMERVAL LOBAO,PI
5103452,DENISE,MT
5003454,DEODAPOLIS,MS
2304269,DEPUTADO IRAPUAN PINHEIRO,CE
4306320,DERRUBADAS,RS
3513702,DESCALVADO,SP
4204905,DESCANSO,SC
3121308,DESCOBERTO,MG
2505402,DESTERRO,PB
3121407,DESTERRO DE ENTRE RIOS,MG
3121506,DESTERRO DO MELO,MG
4306353,DEZESSEIS DE NOVEMBRO,RS
3513801,DIADEMA,SP
2505600,DIAMANTE,PB
4107157,DIAMANTE D'OESTE,PR
4107108,DIAMANTE DO NORTE,PR
4107124,DIAMANTE DO SUL,PR
3121605,DIAMANTINA,MG
5103502,DIAMANTINO,MT
1707009,DIANOPOLIS,TO
2910057,DIAS D'AVILA,BA
4306379,DILERMANDO DE AGUIAR,RS
3121704,DIOGO DE VASCONCELOS,MG
3121803,DIONISIO,MG
4205001,DIONISIO CERQUEIRA,SC
5207105,DIORAMA,GO
3513850,DIRCE REIS,SP
2203354,DIRCEU ARCOVERDE,PI
2802007,DIVINA PASTORA,SE
3121902,DIVINESIA,MG
3122009,DIVINO,MG
3122108,DIVINO DAS LARANJEIRAS,MG
3201803,DIVINO DE SAO LOURENCO,ES
3513900,DIVINOLANDIA,SP
3122207,DIVINOLANDIA DE MINAS,MG
3122306,DIVINOPOLIS,MG
5208301,DIVINOPOLIS DE GOIAS,GO
1707108,DIVINOPOLIS DO TOCANTINS,TO
3122355,DIVISA ALEGRE,MG
3122405,DIVISA NOVA,MG
3122454,DIVISOPOLIS,MG
3514007,DOBRADA,SP
3514106,DOIS CORREGOS,SP
4306403,DOIS IRMAOS,RS
4306429,DOIS IRMAOS DAS MISSOES,RS
5003488,DOIS IRMAOS DO BURITI,MS
1707207,DOIS IRMAOS DO TOCANTINS,TO
4306452,DOIS LAJEADOS,RS
2702504,DOIS RIACHOS,AL
4107207,DOIS VIZINHOS,PR
3514205,DOLCINOPOLIS,SP
5103601,DOM AQUINO,MT
2910107,DOM BASILIO,BA
3122470,DOM BOSCO,MG
3122504,DOM CAVATI,MG
1502939,DOM ELISEU,PA
2203404,DOM EXPEDITO LOPES,PI
4306502,DOM FELICIANO,RS
2203453,DOM INOCENCIO,PI
3122603,DOM JOAQUIM,MG
2910206,DOM MACEDO COSTA,BA
4306601,DOM PEDRITO,RS
2103802,DOM PEDRO,MA
4306551,DOM PEDRO DE ALCANTARA,RS
3122702,DOM SILVERIO,MG
3122801,DOM VICOSO,MG
3201902,DOMINGOS MARTINS,ES
2203420,DOMINGOS MOURAO,PI
4205100,DONA EMMA,SC
3122900,DONA EUZEBIA,MG
4306700,DONA FRANCISCA,RS
2505709,DONA INES,PB
3123007,DORES DE CAMPOS,MG
3123106,DORES DE GUANHAES,MG
3123205,DORES DO INDAIA,MG
3202009,DORES DO RIO PRETO,ES
3123304,DORES DO TURVO,MG
3123403,DORESOPOLIS,MG
2605152,DORMENTES,PE
3514304,DOURADO,SP
3123502,DOURADOQUARA,MG
5003702,DOURADOS,MS
4107306,DOUTOR CAMARGO,PR
4306734,DOUTOR MAURICIO CARDOSO,RS
4205159,DOUTOR PEDRINHO,SC
4306759,DOUTOR RICARDO,RS
2403202,DOUTOR SEVERIANO,RN
4128633,DOUTOR ULYSSES,PR
5207253,DOVERLANDIA,GO
3514403,DRACENA,SP
3514502,DUARTINA,SP
3301603,DUAS BARRAS,RJ
2505808,DUAS ESTRADAS,PB
3514601,DUMONT,SP
2103901,DUQUE BACELAR,MA
3301702,DUQUE DE CAXIAS,RJ
3123528,DURANDE,MG
3514700,ECHAPORA,SP
3202108,ECOPORANGA,ES
5207352,EDEALINA,GO
1301407,EIRUNEPE,AM
1502954,ELDORADO DO CARAJAS,PA
4306767,ELDORADO DO SUL,RS
2203503,ELESBAO VELOSO,PI
3514908,ELIAS FAUSTO,SP
2203602,ELISEU MARTINS,PI
3514924,ELISIARIO,SP
2910305,ELISIO MEDRADO,BA
3123601,ELOI MENDES,MG
3514957,EMBAUBA,SP
3515004,EMBU DAS ARTES,SP
3515103,EMBU-GUACU,SP
3515129,EMILIANOPOLIS,SP
4306809,ENCANTADO,RS
2403301,ENCANTO,RN
2910404,ENCRUZILHADA,BA
4306908,ENCRUZILHADA DO SUL,RS
4107405,ENEAS MARQUES,PR
4107504,ENGENHEIRO BELTRAO,PR
3123700,ENGENHEIRO CALDAS,MG
3515152,ENGENHEIRO COELHO,SP
3123809,ENGENHEIRO NAVARRO,MG
3301801,ENGENHEIRO PAULO DE FRONTIN,RJ
4306924,ENGENHO VELHO,RS
3123858,ENTRE FOLHAS,MG
3123908,ENTRE RIOS DE MINAS,MG
4107538,ENTRE RIOS DO OESTE,PR
4306957,ENTRE RIOS DO SUL,RS
4306932,ENTRE-IJUIS,RS
1301506,ENVIRA,AM
1200252,EPITACIOLANDIA,AC
2403400,EQUADOR,RN
4306973,EREBANGO,RS
4307005,ERECHIM,RS
2900504,ERICO CARDOSO,BA
4307054,ERNESTINA,RS
4307203,ERVAL GRANDE,RS
4307302,ERVAL SECO,RS
4205209,ERVAL VELHO,SC
3124005,ERVALIA,MG
2605202,ESCADA,PE
4307401,ESMERALDA,RS
3124104,ESMERALDAS,MG
3124203,ESPERA FELIZ,MG
2506004,ESPERANCA,PB
4307450,ESPERANCA DO SUL,RS
4107520,ESPERANCA NOVA,PR
2104008,ESPERANTINOPOLIS,MA
4107546,ESPIGAO ALTO DO IGUACU,PR
1100098,ESPIGAO D'OESTE,RO
3124302,ESPINOSA,MG
2403509,ESPIRITO SANTO,RN
3124401,ESPIRITO SANTO DO DOURADO,MG
3515186,ESPIRITO SANTO DO PINHAL,SP
3515194,ESPIRITO SANTO DO TURVO,SP
2910602,ESPLANADA,BA
4307500,ESPUMOSO,RS
4307559,ESTACAO,RS
2802106,ESTANCIA,SE
4307609,ESTANCIA VELHA,RS
4307708,ESTEIO,RS
3124500,ESTIVA,MG
3557303,ESTIVA GERBI,SP
2104057,ESTREITO,MA
4307807,ESTRELA,RS
3515202,ESTRELA D'OESTE,SP
3124609,ESTRELA DALVA,MG
2702553,ESTRELA DE ALAGOAS,AL
3124708,ESTRELA DO INDAIA,MG
3124807,ESTRELA DO SUL,MG
4307815,ESTRELA VELHA,RS
2910701,EUCLIDES DA CUNHA,BA
3515350,EUCLIDES DA CUNHA PAULISTA,SP
4307831,EUGENIO DE CASTRO,RS
3124906,EUGENOPOLIS,MG
2910727,EUNAPOLIS,BA
2304285,EUSEBIO,CE
3125002,EWBANK DA CAMARA,MG
3125101,EXTREMA,MG
2403608,EXTREMOZ,RN
2506103,FAGUNDES,PB
4307864,FAGUNDES VARELA,RS
3125309,FARIA LEMOS,MG
2304301,FARIAS BRITO,CE
4307906,FARROUPILHA,RS
3515400,FARTURA,SP
2203750,FARTURA DO PIAUI,PI
5003801,FATIMA DO SUL,MS
4107603,FAXINAL,PR
4308003,FAXINAL DO SOTURNO,RS
4205308,FAXINAL DOS GUEDES,SC
4308052,FAXINALZINHO,RS
5207600,FAZENDA NOVA,GO
4107652,FAZENDA RIO GRANDE,PR
4308078,FAZENDA VILANOVA,RS
2910776,FEIRA DA MATA,BA
2910800,FEIRA DE SANTANA,BA
2702603,FEIRA GRANDE,AL
2104073,FEIRA NOVA DO MARANHAO,MA
3125408,FELICIO DOS SANTOS,MG
2403707,FELIPE GUERRA,RN
3125606,FELISBURGO,MG
3125705,FELIXLANDIA,MG
2702702,FELIZ DESERTO,AL
5103700,FELIZ NATAL,MT
4107736,FERNANDES PINHEIRO,PR
3125804,FERNANDES TOURINHO,MG
2605459,FERNANDO DE NORONHA,PE
2104081,FERNANDO FALCAO,MA
2403756,FERNANDO PEDROZA,RN
3515608,FERNANDO PRESTES,SP
3515509,FERNANDOPOLIS,SP
3515657,FERNAO,SP
3515707,FERRAZ DE VASCONCELOS,SP
1600238,FERREIRA GOMES,AP
2605509,FERREIROS,PE
3125903,FERROS,MG
3125952,FERVEDOURO,MG
4107751,FIGUEIRA,PR
5003900,FIGUEIRAO,MS
1707652,FIGUEIROPOLIS,TO
5103809,FIGUEIROPOLIS D'OESTE,MT
2910909,FIRMINO ALVES,BA
5207808,FIRMINOPOLIS,GO
2702801,FLEXEIRAS,AL
4107850,FLOR DA SERRA DO SUL,PR
4205357,FLOR DO SERTAO,SC
3515806,FLORA RICA,SP
4107801,FLORAI,PR
2403806,FLORANIA,RN
3515905,FLOREAL,SP
2605608,FLORES,PE
4308201,FLORES DA CUNHA,RS
5207907,FLORES DE GOIAS,GO
2203800,FLORES DO PIAUI,PI
2911006,FLORESTA AZUL,BA
1503044,FLORESTA DO ARAGUAIA,PA
2203859,FLORESTA DO PIAUI,PI
3126000,FLORESTAL,MG
4108007,FLORESTOPOLIS,PR
2203909,FLORIANO,PI
4308250,FLORIANO PEIXOTO,RS
4205407,FLORIANOPOLIS,SC
4108106,FLORIDA,PR
3516002,FLORIDA PAULISTA,SP
3516101,FLORINEA,SP
1301605,FONTE BOA,AM
4308300,FONTOURA XAVIER,RS
3126109,FORMIGA,MG
4308409,FORMIGUEIRO,RS
5208004,FORMOSA,GO
2104099,FORMOSA DA SERRA NEGRA,MA
4108205,FORMOSA DO OESTE,PR
2911105,FORMOSA DO RIO PRETO,BA
4205431,FORMOSA DO SUL,SC
1708205,FORMOSO DO ARAGUAIA,TO
4308433,FORQUETINHA,RS
2304350,FORQUILHA,CE
4205456,FORQUILHINHA,SC
2304400,FORTALEZA,CE
3126307,FORTALEZA DE MINAS,MG
2104107,FORTALEZA DOS NOGUEIRAS,MA
4308458,FORTALEZA DOS VALOS,RS
2304459,FORTIM,CE
2104206,FORTUNA,MA
3126406,FORTUNA DE MINAS,MG
4108304,FOZ DO IGUACU,PR
4108452,FOZ DO JORDAO,PR
4205506,FRAIBURGO,SC
3516200,FRANCA,SP
2204006,FRANCINOPOLIS,PI
4108320,FRANCISCO ALVES,PR
2204105,FRANCISCO AYRES,PI
3126505,FRANCISCO BADARO,MG
4108403,FRANCISCO BELTRAO,PR
2403905,FRANCISCO DANTAS,RN
3126604,FRANCISCO DUMONT,MG
2204154,FRANCISCO MACEDO,PI
3516309,FRANCISCO MORATO,SP
3126703,FRANCISCO SA,MG
2204204,FRANCISCO SANTOS,PI
3126752,FRANCISCOPOLIS,MG
3516408,FRANCO DA ROCHA,SP
2304509,FRECHEIRINHA,CE
4308508,FREDERICO WESTPHALEN,RS
3126802,FREI GASPAR,MG
3126901,FREI INOCENCIO,MG
3126950,FREI LAGONEGRO,MG
2506202,FREI MARTINHO,PB
2605806,FREI MIGUELINHO,PE
2802304,FREI PAULO,SE
4205555,FREI ROGERIO,SC
